,image_path,area,eyeblink
199,L:\DL_Dataset\facescape\fsmview_trainset\144\18_eye_closed\17.jpg,0.8365079696669362,1.0
200,L:\DL_Dataset\facescape\fsmview_trainset\144\18_eye_closed\18.jpg,0.39181500879473213,1.0
201,L:\DL_Dataset\facescape\fsmview_trainset\145\18_eye_closed\1.jpg,0.064354827204428,1.0
202,L:\DL_Dataset\facescape\fsmview_trainset\145\18_eye_closed\33.jpg,0.06781778373227126,1.0
203,L:\DL_Dataset\facescape\fsmview_trainset\145\18_eye_closed\34.jpg,0.01203734071160718,1.0
204,L:\DL_Dataset\facescape\fsmview_trainset\145\18_eye_closed\43.jpg,0.11127262299309741,1.0
205,L:\DL_Dataset\facescape\fsmview_trainset\146\18_eye_closed\1.jpg,0.023229515210170235,1.0
206,L:\DL_Dataset\facescape\fsmview_trainset\146\18_eye_closed\34.jpg,0.44720448614339164,1.0
207,L:\DL_Dataset\facescape\fsmview_trainset\146\18_eye_closed\35.jpg,0.05734768854106471,1.0
208,L:\DL_Dataset\facescape\fsmview_trainset\146\18_eye_closed\44.jpg,0.054262495462672124,1.0
209,L:\DL_Dataset\facescape\fsmview_trainset\147\18_eye_closed\1.jpg,0.17250259780991645,1.0
210,L:\DL_Dataset\facescape\fsmview_trainset\147\18_eye_closed\33.jpg,0.022184586569925113,1.0
211,L:\DL_Dataset\facescape\fsmview_trainset\147\18_eye_closed\34.jpg,0.024128559049367653,1.0
212,L:\DL_Dataset\facescape\fsmview_trainset\147\18_eye_closed\43.jpg,0.054227872250954004,1.0
213,L:\DL_Dataset\facescape\fsmview_trainset\148\18_eye_closed\14.jpg,0.024014686657568746,1.0
214,L:\DL_Dataset\facescape\fsmview_trainset\148\18_eye_closed\17.jpg,0.10583321528539034,1.0
215,L:\DL_Dataset\facescape\fsmview_trainset\148\18_eye_closed\18.jpg,0.5322101452916993,1.0
216,L:\DL_Dataset\facescape\fsmview_trainset\149\18_eye_closed\1.jpg,0.01187770252734712,1.0
217,L:\DL_Dataset\facescape\fsmview_trainset\149\18_eye_closed\33.jpg,0.8374322230847,1.0
218,L:\DL_Dataset\facescape\fsmview_trainset\149\18_eye_closed\34.jpg,0.012094668852181597,1.0
219,L:\DL_Dataset\facescape\fsmview_trainset\149\18_eye_closed\43.jpg,0.08331514407759344,1.0
220,L:\DL_Dataset\facescape\fsmview_trainset\15\18_eye_closed\25.jpg,0.10214591050677445,1.0
221,L:\DL_Dataset\facescape\fsmview_trainset\15\18_eye_closed\27.jpg,0.005999123051503463,1.0
222,L:\DL_Dataset\facescape\fsmview_trainset\15\18_eye_closed\33.jpg,0.014034912752953118,1.0
223,L:\DL_Dataset\facescape\fsmview_trainset\15\18_eye_closed\60.jpg,0.23275099609587835,1.0
224,L:\DL_Dataset\facescape\fsmview_trainset\150\18_eye_closed\1.jpg,0.05942365824068811,1.0
225,L:\DL_Dataset\facescape\fsmview_trainset\150\18_eye_closed\34.jpg,0.016084241589410353,1.0
226,L:\DL_Dataset\facescape\fsmview_trainset\150\18_eye_closed\35.jpg,0.012025430070291061,1.0
227,L:\DL_Dataset\facescape\fsmview_trainset\150\18_eye_closed\44.jpg,0.01632541583059405,1.0
228,L:\DL_Dataset\facescape\fsmview_trainset\151\18_eye_closed\1.jpg,0.250289923862092,1.0
229,L:\DL_Dataset\facescape\fsmview_trainset\151\18_eye_closed\34.jpg,0.007908484859126584,1.0
230,L:\DL_Dataset\facescape\fsmview_trainset\151\18_eye_closed\35.jpg,0.00020207274854337068,1.0
231,L:\DL_Dataset\facescape\fsmview_trainset\151\18_eye_closed\44.jpg,0.0005418366352767646,1.0
232,L:\DL_Dataset\facescape\fsmview_trainset\152\18_eye_closed\1.jpg,0.04212130029167832,1.0
233,L:\DL_Dataset\facescape\fsmview_trainset\152\18_eye_closed\33.jpg,0.0011070979366822628,1.0
234,L:\DL_Dataset\facescape\fsmview_trainset\152\18_eye_closed\34.jpg,0.051658702389414037,1.0
235,L:\DL_Dataset\facescape\fsmview_trainset\152\18_eye_closed\43.jpg,0.07826689678623995,1.0
236,L:\DL_Dataset\facescape\fsmview_trainset\153\18_eye_closed\1.jpg,0.02355419949489905,1.0
237,L:\DL_Dataset\facescape\fsmview_trainset\153\18_eye_closed\33.jpg,0.10389501023752262,1.0
238,L:\DL_Dataset\facescape\fsmview_trainset\153\18_eye_closed\34.jpg,0.012996585508464246,1.0
239,L:\DL_Dataset\facescape\fsmview_trainset\153\18_eye_closed\41.jpg,0.20657011136118497,1.0
240,L:\DL_Dataset\facescape\fsmview_trainset\154\18_eye_closed\9.jpg,0.03698702576195918,1.0
241,L:\DL_Dataset\facescape\fsmview_trainset\154\18_eye_closed\26.jpg,0.11990475113502437,1.0
242,L:\DL_Dataset\facescape\fsmview_trainset\154\18_eye_closed\46.jpg,0.30179558586489963,1.0
243,L:\DL_Dataset\facescape\fsmview_trainset\154\18_eye_closed\51.jpg,0.219490576415052,1.0
244,L:\DL_Dataset\facescape\fsmview_trainset\155\18_eye_closed\14.jpg,0.10173598455572466,1.0
245,L:\DL_Dataset\facescape\fsmview_trainset\155\18_eye_closed\16.jpg,0.13140705720985993,1.0
246,L:\DL_Dataset\facescape\fsmview_trainset\155\18_eye_closed\17.jpg,0.2699572886864971,1.0
247,L:\DL_Dataset\facescape\fsmview_trainset\155\18_eye_closed\18.jpg,0.015443816508715489,1.0
248,L:\DL_Dataset\facescape\fsmview_trainset\156\18_eye_closed\14.jpg,0.01573893721317832,1.0
249,L:\DL_Dataset\facescape\fsmview_trainset\156\18_eye_closed\33.jpg,0.5697085483931099,1.0
250,L:\DL_Dataset\facescape\fsmview_trainset\156\18_eye_closed\35.jpg,0.06187715351652381,1.0
251,L:\DL_Dataset\facescape\fsmview_trainset\156\18_eye_closed\42.jpg,0.02797745509369682,1.0
252,L:\DL_Dataset\facescape\fsmview_trainset\157\18_eye_closed\24.jpg,0.2137268222091396,1.0
253,L:\DL_Dataset\facescape\fsmview_trainset\157\18_eye_closed\26.jpg,0.26601162718069365,1.0
